Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason,Prior_Loan_Repayment_Rate_Master,Prior_Loan_Repayment_History_Master,Prior_Loan_Purpose_Master,Farmer_Credit_Score_General_Master
LOAN_0000122,FARMER_00496,ENT_000496,75000,19.9,2021-10-17,Yes,41250,2024-04-08,36,11,Non-creditworthy,0.42,0.77,Bank of Agriculture,1,27.5,3,No,N/A,0.55,Fair,Storage Construction,809
LOAN_0000123,FARMER_00502,ENT_000502,4080000,26.5,2023-05-29,Yes,734400,2024-03-30,12,6,Non-creditworthy,1.31,0.45,Bank of Agriculture,5,60.4,6,Yes,Low/Poor Yield,0.18,Poor,Working Capital,841
LOAN_0000124,FARMER_00503,ENT_000503,1420000,27.0,2021-05-14,No,979800,2021-09-21,6,3,Non-creditworthy,0.74,0.58,Informal Lender,3,76.6,4,No,N/A,0.69,Fair,Bundled Services Loan,662
LOAN_0000125,FARMER_00509,ENT_000509,1815000,32.9,2018-09-10,Yes,653400,2018-12-09,6,6,Non-creditworthy,0.57,0.4,Bank of Agriculture,1,43.1,2,Yes,Other,0.36,Poor,Mechanization Loan,552
LOAN_0000126,FARMER_00510,ENT_000510,1230000,8.4,2022-11-07,No,774900,2024-07-23,24,23,Non-creditworthy,0.86,0.42,Microfinance Bank,2,29.6,4,No,N/A,0.63,Fair,Asset Acquisition,508
LOAN_0000127,FARMER_00512,ENT_000512,2975000,8.4,2014-07-31,No,2945250,2016-07-26,36,15,Creditworthy,1.96,0.48,Informal Lender,1,83.4,5,No,N/A,0.99,Excellent,Input Loan,648
LOAN_0000128,FARMER_00515,ENT_000515,1240000,33.8,2021-07-19,No,1178000,2024-04-15,36,9,Non-creditworthy,0.66,0.7,Cooperative,0,25.1,3,No,N/A,0.95,Excellent,Working Capital,343
LOAN_0000129,FARMER_00517,ENT_000517,6050000,16.3,2020-04-03,No,3327500,2021-06-25,18,3,Creditworthy,2.43,0.45,Commercial Bank,4,99.9,3,No,N/A,0.55,Fair,Mechanization Loan,631
LOAN_0000130,FARMER_00520,ENT_000520,545000,7.0,2021-03-26,Yes,261600,2022-03-03,12,12,Non-creditworthy,0.38,0.4,Bank of Agriculture,3,14.3,2,Yes,Drought/Flood,0.48,Poor,Asset Acquisition,367
LOAN_0000131,FARMER_00522,ENT_000522,1985000,6.8,2023-02-28,Yes,1746800,2024-03-05,24,1,Non-creditworthy,1.46,0.71,Microfinance Bank,4,46.7,1,No,N/A,0.88,Good,Input Loan,335
LOAN_0000132,FARMER_00525,ENT_000525,515000,7.6,2024-04-12,Yes,350200,2024-12-04,18,13,Creditworthy,0.44,0.76,Government Program,1,78.8,1,No,N/A,0.68,Fair,Bundled Services Loan,585
LOAN_0000133,FARMER_00526,ENT_000526,1665000,20.5,2015-03-25,Yes,0,,36,17,Creditworthy,1.2,0.48,Bank of Agriculture,0,3.3,6,No,N/A,0.0,None,Input Loan,394
LOAN_0000134,FARMER_00530,ENT_000530,235000,33.4,2023-08-27,No,0,,18,14,Non-creditworthy,0.24,0.5,Microfinance Bank,5,91.4,6,No,N/A,0.0,None,Asset Acquisition,564
LOAN_0000135,FARMER_00534,ENT_000534,435000,5.1,2023-02-25,No,295800,2023-05-17,12,1,Creditworthy,0.12,0.47,Microfinance Bank,1,7.2,5,No,N/A,0.68,Fair,Processing Equipment,506
LOAN_0000136,FARMER_00544,ENT_000544,855000,10.3,2024-03-16,Yes,102600,2024-06-08,12,8,Non-creditworthy,0.85,0.43,Family/Friends,3,43.2,0,Yes,Policy Change,0.12,Poor,Bundled Services Loan,409
LOAN_0000137,FARMER_00545,ENT_000545,1305000,32.6,2024-01-29,Yes,1200600,2024-06-21,6,3,Creditworthy,1.52,0.62,Commercial Bank,2,58.7,1,No,N/A,0.92,Good,Input Loan,489
LOAN_0000138,FARMER_00546,ENT_000546,4145000,29.7,2018-06-10,No,1865250,2018-08-03,12,10,Non-creditworthy,2.95,0.79,Commercial Bank,1,83.2,5,Yes,Input Price Hike,0.45,Poor,Mechanization Loan,763
LOAN_0000139,FARMER_00548,ENT_000548,570000,30.5,2021-07-09,Yes,250800,2022-10-18,24,1,Non-creditworthy,1.33,0.51,Cooperative,4,74.9,4,Yes,Pest Attack,0.44,Poor,Asset Acquisition,425
LOAN_0000140,FARMER_00550,ENT_000550,770000,14.0,2019-09-25,No,107800,2020-02-26,6,6,Non-creditworthy,1.15,0.53,Cooperative,3,60.9,1,Yes,Diversion of Funds,0.14,Poor,Mechanization Loan,557
LOAN_0000141,FARMER_00553,ENT_000553,365000,26.5,2024-04-12,Yes,251850,2024-10-31,36,16,Non-creditworthy,1.16,0.42,Government Program,1,54.3,1,No,N/A,0.69,Fair,Input Loan,437
LOAN_0000142,FARMER_00554,ENT_000554,1860000,5.4,2021-12-15,No,762600,2022-07-23,36,20,Non-creditworthy,1.07,0.41,Microfinance Bank,5,10.8,2,Yes,Drought/Flood,0.41,Poor,Mechanization Loan,594
LOAN_0000143,FARMER_00562,ENT_000562,1155000,24.0,2019-01-16,Yes,0,,18,11,Creditworthy,0.84,0.66,Commercial Bank,3,65.4,2,No,N/A,0.0,None,Processing Equipment,445
LOAN_0000144,FARMER_00566,ENT_000566,655000,13.5,2023-10-30,No,596050,2024-04-25,6,5,Non-creditworthy,0.53,0.54,Government Program,5,90.6,1,No,N/A,0.91,Good,Processing Equipment,351
LOAN_0000145,FARMER_00577,ENT_000577,895000,11.5,2015-10-17,No,895000,2016-01-04,24,2,Non-creditworthy,1.17,0.7,Microfinance Bank,0,40.2,1,No,N/A,1.0,Excellent,Input Loan,744
LOAN_0000146,FARMER_00581,ENT_000581,1600000,18.0,2023-07-15,No,1568000,2023-12-01,18,11,Non-creditworthy,1.17,0.67,Commercial Bank,4,24.3,2,No,N/A,0.98,Excellent,Processing Equipment,806
LOAN_0000147,FARMER_00589,ENT_000589,405000,9.6,2024-04-12,Yes,400950,2025-05-07,24,19,Creditworthy,0.14,0.7,Bank of Agriculture,0,39.0,1,No,N/A,0.99,Excellent,Storage Construction,307
LOAN_0000148,FARMER_00590,ENT_000590,1075000,33.0,2022-01-25,No,623500,2022-04-16,6,5,Non-creditworthy,0.57,0.54,Commercial Bank,4,77.8,6,No,N/A,0.58,Fair,Storage Construction,625
LOAN_0000149,FARMER_00596,ENT_000596,5950000,17.3,2024-02-18,No,1785000,2024-04-22,36,26,Non-creditworthy,3.18,0.61,Microfinance Bank,1,59.8,5,Yes,Low/Poor Yield,0.3,Poor,Storage Construction,484
LOAN_0000150,FARMER_00597,ENT_000597,2970000,24.8,2017-04-16,No,2910600,2018-09-24,36,3,Non-creditworthy,1.92,0.75,Bank of Agriculture,2,46.6,4,No,N/A,0.98,Excellent,Processing Equipment,723
LOAN_0000151,FARMER_00612,ENT_000612,835000,12.4,2023-10-09,No,734800,2024-06-02,36,35,Creditworthy,0.73,0.43,Cooperative,4,47.6,5,No,N/A,0.88,Good,Processing Equipment,542
LOAN_0000152,FARMER_00613,ENT_000613,2420000,22.8,2016-10-18,No,1500400,2017-02-19,18,9,Creditworthy,4.43,0.44,Family/Friends,4,99.2,5,No,N/A,0.62,Fair,Working Capital,468
LOAN_0000153,FARMER_00617,ENT_000617,2515000,14.5,2022-03-31,Yes,2439550,2024-01-12,24,14,Non-creditworthy,1.65,0.52,Government Program,4,37.5,3,No,N/A,0.97,Excellent,Asset Acquisition,601
LOAN_0000154,FARMER_00622,ENT_000622,2045000,28.6,2023-06-07,No,1533750,2024-12-25,36,31,Non-creditworthy,0.62,0.5,Government Program,3,29.5,5,No,N/A,0.75,Fair,Bundled Services Loan,431
LOAN_0000155,FARMER_00626,ENT_000626,2590000,23.0,2023-12-05,No,2175600,2024-02-17,12,8,Creditworthy,0.95,0.55,Commercial Bank,2,68.8,4,No,N/A,0.84,Good,Bundled Services Loan,480
LOAN_0000156,FARMER_00631,ENT_000631,1250000,33.3,2020-08-31,No,612500,2021-04-05,12,6,Non-creditworthy,0.43,0.41,Informal Lender,3,97.8,2,Yes,Other,0.49,Poor,Land Expansion,751
LOAN_0000157,FARMER_00636,ENT_000636,210000,16.5,2019-04-01,No,25200,2020-07-11,36,13,Non-creditworthy,1.2,0.75,Cooperative,4,64.9,3,Yes,Drought/Flood,0.12,Poor,Processing Equipment,769
LOAN_0000158,FARMER_00637,ENT_000637,2935000,24.9,2018-04-06,Yes,2524100,2019-01-04,12,12,Non-creditworthy,2.89,0.68,Government Program,0,34.0,4,No,N/A,0.86,Good,Working Capital,512
LOAN_0000159,FARMER_00639,ENT_000639,345000,8.6,2020-02-27,Yes,300150,2022-01-10,36,31,Non-creditworthy,0.49,0.77,Microfinance Bank,0,78.2,0,No,N/A,0.87,Good,Mechanization Loan,308
LOAN_0000160,FARMER_00640,ENT_000640,2660000,9.6,2022-05-28,No,1330000,2023-01-07,18,7,Non-creditworthy,1.2,0.55,Informal Lender,1,95.8,1,No,N/A,0.5,Fair,Land Expansion,430
LOAN_0000161,FARMER_00644,ENT_000644,2220000,17.7,2022-10-19,Yes,777000,2023-02-13,12,9,Non-creditworthy,1.36,0.49,Microfinance Bank,1,67.8,3,Yes,Other,0.35,Poor,Processing Equipment,368
LOAN_0000162,FARMER_00651,ENT_000651,2670000,28.2,2019-07-26,No,2563200,2020-04-04,24,10,Creditworthy,1.59,0.57,Government Program,5,43.6,4,No,N/A,0.96,Excellent,Bundled Services Loan,645
LOAN_0000163,FARMER_00652,ENT_000652,2715000,9.1,2019-03-14,No,0,,36,3,Creditworthy,1.26,0.6,Family/Friends,5,64.0,2,No,N/A,0.0,None,Processing Equipment,651
LOAN_0000164,FARMER_00667,ENT_000667,415000,29.1,2023-09-10,No,107900,2024-08-19,12,5,Non-creditworthy,1.47,0.42,Government Program,0,31.7,4,Yes,Market Loss,0.26,Poor,Mechanization Loan,548
LOAN_0000165,FARMER_00678,ENT_000678,1845000,30.5,2022-07-31,No,0,,12,10,Non-creditworthy,1.65,0.52,Commercial Bank,4,65.2,0,No,N/A,0.0,None,Mechanization Loan,601
LOAN_0000166,FARMER_00686,ENT_000686,295000,15.8,2022-10-28,No,295000,2025-05-07,36,12,Creditworthy,0.24,0.64,Informal Lender,1,94.3,0,No,N/A,1.0,Excellent,Land Expansion,525
LOAN_0000167,FARMER_00693,ENT_000693,1950000,22.7,2021-09-15,Yes,1872000,2022-03-08,6,3,Creditworthy,1.23,0.41,Cooperative,3,13.7,1,No,N/A,0.96,Excellent,Mechanization Loan,667
LOAN_0000168,FARMER_00694,ENT_000694,8890000,25.4,2020-10-11,No,8623300,2022-08-26,24,17,Creditworthy,3.7,0.67,Informal Lender,3,28.6,6,No,N/A,0.97,Excellent,Asset Acquisition,524
LOAN_0000169,FARMER_00697,ENT_000697,470000,15.4,2021-10-19,No,272600,2022-02-09,36,32,Non-creditworthy,0.29,0.43,Family/Friends,3,63.7,1,No,N/A,0.58,Fair,Input Loan,807
LOAN_0000170,FARMER_00698,ENT_000698,6105000,24.2,2022-10-18,No,5921850,2022-11-18,18,18,Creditworthy,5.54,0.74,Government Program,3,83.2,0,No,N/A,0.97,Excellent,Storage Construction,402
LOAN_0000171,FARMER_00700,ENT_000700,810000,9.0,2021-09-11,No,567000,2023-02-15,18,13,Non-creditworthy,0.34,0.59,Commercial Bank,1,34.9,5,No,N/A,0.7,Fair,Storage Construction,799
LOAN_0000172,FARMER_00707,ENT_000707,745000,10.9,2016-10-19,No,342700,2018-07-07,36,31,Non-creditworthy,0.38,0.45,Family/Friends,4,2.0,3,Yes,Policy Change,0.46,Poor,Input Loan,745
LOAN_0000173,FARMER_00711,ENT_000711,405000,31.8,2023-03-03,No,392850,2023-08-09,18,1,Non-creditworthy,0.55,0.68,Commercial Bank,3,26.1,6,No,N/A,0.97,Excellent,Input Loan,537
LOAN_0000174,FARMER_00716,ENT_000716,805000,6.0,2019-12-31,No,233450,2021-07-26,24,10,Non-creditworthy,0.87,0.67,Government Program,2,25.3,0,Yes,Other,0.29,Poor,Input Loan,310
LOAN_0000175,FARMER_00727,ENT_000727,4115000,12.4,2023-01-15,Yes,946450,2024-07-02,36,31,Non-creditworthy,2.32,0.63,Cooperative,2,25.6,6,Yes,Pest Attack,0.23,Poor,Working Capital,351
LOAN_0000176,FARMER_00728,ENT_000728,605000,14.2,2019-06-26,No,465850,2019-09-04,6,3,Creditworthy,1.63,0.55,Microfinance Bank,2,24.0,6,No,N/A,0.77,Fair,Processing Equipment,336
LOAN_0000177,FARMER_00729,ENT_000729,6730000,12.1,2024-05-07,No,6595400,2025-01-26,12,2,Non-creditworthy,3.26,0.49,Commercial Bank,2,16.2,2,No,N/A,0.98,Excellent,Processing Equipment,694
LOAN_0000178,FARMER_00732,ENT_000732,7435000,25.1,2018-01-23,No,4684050,2019-07-17,18,8,Creditworthy,3.23,0.41,Informal Lender,0,91.7,5,No,N/A,0.63,Fair,Land Expansion,749
LOAN_0000179,FARMER_00744,ENT_000744,515000,9.1,2017-05-17,Yes,0,,6,3,Non-creditworthy,1.34,0.58,Bank of Agriculture,2,40.7,6,No,N/A,0.0,None,Processing Equipment,847
LOAN_0000180,FARMER_00747,ENT_000747,745000,23.2,2016-02-03,No,0,,24,21,Creditworthy,0.23,0.61,Bank of Agriculture,3,44.0,0,No,N/A,0.0,None,Processing Equipment,549
LOAN_0000181,FARMER_00749,ENT_000749,1120000,10.0,2021-10-17,Yes,1041600,2022-12-25,24,7,Creditworthy,2.73,0.71,Microfinance Bank,2,51.4,0,No,N/A,0.93,Good,Storage Construction,848
LOAN_0000182,FARMER_00753,ENT_000753,600000,26.8,2024-01-01,Yes,534000,2024-05-15,18,9,Non-creditworthy,0.8,0.48,Cooperative,2,7.4,0,No,N/A,0.89,Good,Storage Construction,698
LOAN_0000183,FARMER_00754,ENT_000754,400000,9.8,2023-03-01,Yes,152000,2024-01-07,12,6,Non-creditworthy,0.18,0.53,Bank of Agriculture,5,45.1,2,Yes,Pest Attack,0.38,Poor,Land Expansion,658
LOAN_0000184,FARMER_00766,ENT_000766,1800000,19.7,2024-02-12,Yes,1044000,2025-01-04,36,26,Creditworthy,0.97,0.46,Microfinance Bank,1,69.6,4,No,N/A,0.58,Fair,Land Expansion,326
LOAN_0000185,FARMER_00768,ENT_000768,1865000,28.8,2017-10-28,No,1641200,2018-02-13,6,5,Non-creditworthy,1.02,0.66,Family/Friends,0,15.3,4,No,N/A,0.88,Good,Input Loan,836
LOAN_0000186,FARMER_00770,ENT_000770,190000,15.9,2014-09-10,No,64600,2016-04-12,36,22,Non-creditworthy,0.51,0.47,Government Program,4,42.8,4,Yes,Policy Change,0.34,Poor,Storage Construction,616
LOAN_0000187,FARMER_00780,ENT_000780,855000,19.4,2023-02-09,Yes,632700,2023-06-17,18,15,Non-creditworthy,3.35,0.59,Family/Friends,5,76.9,0,No,N/A,0.74,Fair,Land Expansion,560
LOAN_0000188,FARMER_00783,ENT_000783,155000,30.1,2021-10-14,Yes,27900,2022-07-05,12,3,Non-creditworthy,0.85,0.46,Bank of Agriculture,1,51.6,3,Yes,Low/Poor Yield,0.18,Poor,Asset Acquisition,626
LOAN_0000189,FARMER_00785,ENT_000785,1500000,25.5,2023-03-23,No,630000,2023-07-17,12,5,Non-creditworthy,0.73,0.72,Family/Friends,5,18.1,1,Yes,Input Price Hike,0.42,Poor,Land Expansion,539
LOAN_0000190,FARMER_00788,ENT_000788,110000,23.6,2016-12-12,No,110000,2017-03-25,36,2,Creditworthy,0.94,0.75,Microfinance Bank,5,21.4,1,No,N/A,1.0,Excellent,Mechanization Loan,323
LOAN_0000191,FARMER_00794,ENT_000794,160000,23.0,2022-02-20,No,0,,24,5,Creditworthy,0.17,0.48,Informal Lender,3,80.2,3,No,N/A,0.0,None,Mechanization Loan,573
LOAN_0000192,FARMER_00803,ENT_000803,3800000,27.0,2024-03-24,No,2736000,2024-11-30,12,3,Creditworthy,1.47,0.67,Cooperative,3,40.6,3,No,N/A,0.72,Fair,Input Loan,676
LOAN_0000193,FARMER_00811,ENT_000811,3535000,8.9,2023-06-05,No,3499650,2025-05-07,36,28,Non-creditworthy,1.6,0.5,Commercial Bank,4,19.9,4,No,N/A,0.99,Excellent,Land Expansion,610
LOAN_0000194,FARMER_00814,ENT_000814,1410000,33.9,2022-07-26,No,1057500,2022-09-08,6,6,Creditworthy,1.21,0.7,Informal Lender,2,61.2,6,No,N/A,0.75,Fair,Mechanization Loan,418
LOAN_0000195,FARMER_00817,ENT_000817,1700000,29.5,2019-10-01,Yes,238000,2020-08-10,18,1,Non-creditworthy,2.71,0.67,Family/Friends,0,57.5,3,Yes,Other,0.14,Poor,Asset Acquisition,349
LOAN_0000196,FARMER_00829,ENT_000829,2880000,31.0,2023-09-04,No,1238400,2025-03-22,36,9,Non-creditworthy,2.13,0.78,Cooperative,5,79.3,4,Yes,Pest Attack,0.43,Poor,Processing Equipment,502
LOAN_0000197,FARMER_00830,ENT_000830,1420000,21.7,2023-05-11,No,1278000,2023-06-14,6,5,Creditworthy,0.43,0.51,Government Program,3,26.0,4,No,N/A,0.9,Good,Storage Construction,397
LOAN_0000198,FARMER_00834,ENT_000834,435000,20.3,2015-10-07,Yes,378450,2016-03-13,36,34,Non-creditworthy,0.21,0.67,Family/Friends,4,48.0,2,No,N/A,0.87,Good,Processing Equipment,812
LOAN_0000199,FARMER_00836,ENT_000836,535000,32.7,2021-02-02,Yes,96300,2021-11-06,36,27,Non-creditworthy,0.89,0.53,Cooperative,5,53.0,5,Yes,Drought/Flood,0.18,Poor,Land Expansion,329
LOAN_0000200,FARMER_00837,ENT_000837,755000,29.7,2014-09-10,Yes,339750,2016-04-03,36,22,Non-creditworthy,0.4,0.77,Government Program,0,71.2,6,Yes,Drought/Flood,0.45,Poor,Working Capital,371
LOAN_0000201,FARMER_00839,ENT_000839,6270000,19.7,2023-06-21,No,6207300,2023-11-01,6,1,Creditworthy,1.82,0.66,Government Program,3,27.5,3,No,N/A,0.99,Excellent,Input Loan,336
LOAN_0000202,FARMER_00841,ENT_000841,7800000,11.6,2022-01-03,No,7566000,2024-02-05,36,23,Non-creditworthy,7.16,0.54,Commercial Bank,1,3.9,4,No,N/A,0.97,Excellent,Working Capital,420
LOAN_0000203,FARMER_00849,ENT_000849,385000,33.6,2016-03-20,No,119350,2017-06-15,24,14,Non-creditworthy,0.56,0.47,Microfinance Bank,5,88.3,6,Yes,Illness of Farmer,0.31,Poor,Asset Acquisition,308
LOAN_0000204,FARMER_00851,ENT_000851,1955000,12.3,2019-10-25,No,840650,2020-09-05,12,3,Non-creditworthy,2.07,0.78,Commercial Bank,1,47.3,1,Yes,Policy Change,0.43,Poor,Bundled Services Loan,576
LOAN_0000205,FARMER_00853,ENT_000853,200000,23.8,2022-02-02,No,194000,2022-12-17,12,7,Non-creditworthy,0.35,0.43,Family/Friends,1,19.4,3,No,N/A,0.97,Excellent,Mechanization Loan,348
LOAN_0000206,FARMER_00857,ENT_000857,2465000,13.1,2021-12-24,No,0,,24,24,Non-creditworthy,1.88,0.68,Family/Friends,5,33.8,0,No,N/A,0.0,None,Bundled Services Loan,325
LOAN_0000207,FARMER_00859,ENT_000859,5005000,34.4,2018-07-12,No,4804800,2018-09-22,18,18,Creditworthy,1.96,0.62,Microfinance Bank,5,65.4,3,No,N/A,0.96,Excellent,Mechanization Loan,516
LOAN_0000208,FARMER_00860,ENT_000860,3970000,34.3,2023-03-07,No,1032200,2024-10-31,24,17,Non-creditworthy,1.37,0.55,Family/Friends,0,3.6,4,Yes,Pest Attack,0.26,Poor,Bundled Services Loan,746
LOAN_0000209,FARMER_00863,ENT_000863,1505000,31.8,2018-07-18,Yes,180600,2018-12-21,24,13,Non-creditworthy,2.01,0.62,Commercial Bank,4,9.8,3,Yes,Pest Attack,0.12,Poor,Processing Equipment,515
LOAN_0000210,FARMER_00877,ENT_000877,2815000,34.3,2020-10-15,Yes,1689000,2021-11-13,24,11,Creditworthy,1.62,0.53,Cooperative,0,49.6,3,No,N/A,0.6,Fair,Working Capital,445
LOAN_0000211,FARMER_00879,ENT_000879,3230000,5.7,2021-04-15,No,1679600,2021-06-18,6,4,Creditworthy,1.29,0.77,Bank of Agriculture,5,55.5,4,No,N/A,0.52,Fair,Asset Acquisition,756
LOAN_0000212,FARMER_00881,ENT_000881,2575000,23.4,2023-12-17,No,2446250,2024-10-01,12,4,Creditworthy,2.1,0.62,Cooperative,2,12.6,2,No,N/A,0.95,Excellent,Working Capital,626
LOAN_0000213,FARMER_00887,ENT_000887,2025000,5.8,2017-03-18,Yes,0,,6,6,Non-creditworthy,2.87,0.55,Family/Friends,4,21.2,6,No,N/A,0.0,None,Bundled Services Loan,333
LOAN_0000214,FARMER_00889,ENT_000889,3365000,12.8,2021-11-06,No,3062150,2022-03-08,18,16,Non-creditworthy,2.94,0.53,Bank of Agriculture,3,26.1,6,No,N/A,0.91,Good,Land Expansion,580
LOAN_0000215,FARMER_00892,ENT_000892,2700000,18.2,2016-01-13,Yes,1890000,2016-03-16,6,6,Non-creditworthy,2.94,0.68,Commercial Bank,1,22.1,1,No,N/A,0.7,Fair,Bundled Services Loan,703
LOAN_0000216,FARMER_00893,ENT_000893,15765000,18.3,2016-09-05,Yes,15765000,2017-07-11,24,7,Creditworthy,6.04,0.45,Cooperative,5,27.2,6,No,N/A,1.0,Excellent,Bundled Services Loan,534
LOAN_0000217,FARMER_00895,ENT_000895,145000,23.2,2022-02-09,Yes,0,,24,18,Non-creditworthy,1.88,0.79,Commercial Bank,1,94.4,0,No,N/A,0.0,None,Input Loan,834
LOAN_0000218,FARMER_00903,ENT_000903,255000,18.8,2021-02-27,Yes,0,,6,3,Non-creditworthy,0.98,0.43,Informal Lender,2,92.4,2,No,N/A,0.0,None,Input Loan,729
LOAN_0000219,FARMER_00910,ENT_000910,235000,27.1,2022-08-18,Yes,0,,12,10,Non-creditworthy,0.8,0.61,Commercial Bank,1,27.2,0,No,N/A,0.0,None,Working Capital,609
LOAN_0000220,FARMER_00912,ENT_000912,600000,15.4,2019-05-18,No,576000,2019-12-19,12,8,Creditworthy,0.92,0.76,Cooperative,1,9.3,5,No,N/A,0.96,Excellent,Storage Construction,391
LOAN_0000221,FARMER_00914,ENT_000914,320000,10.5,2017-11-09,No,284800,2018-11-06,18,17,Non-creditworthy,2.62,0.58,Government Program,0,34.1,5,No,N/A,0.89,Good,Working Capital,720
LOAN_0000222,FARMER_00916,ENT_000916,715000,7.6,2019-10-20,Yes,700700,2021-02-20,18,18,Non-creditworthy,0.15,0.43,Commercial Bank,3,80.7,5,No,N/A,0.98,Excellent,Input Loan,636
LOAN_0000223,FARMER_00919,ENT_000919,3075000,31.1,2022-08-03,Yes,2952000,2022-10-28,36,26,Creditworthy,3.98,0.5,Cooperative,3,42.7,0,No,N/A,0.96,Excellent,Working Capital,438
LOAN_0000224,FARMER_00926,ENT_000926,245000,27.1,2023-12-02,Yes,181300,2025-05-07,36,16,Creditworthy,2.06,0.56,Informal Lender,0,91.5,0,No,N/A,0.74,Fair,Storage Construction,580
LOAN_0000225,FARMER_00936,ENT_000936,205000,32.2,2023-09-02,Yes,49200,2024-08-31,24,6,Non-creditworthy,1.71,0.57,Commercial Bank,0,50.5,1,Yes,Input Price Hike,0.24,Poor,Storage Construction,469
LOAN_0000226,FARMER_00940,ENT_000940,960000,12.5,2023-06-02,Yes,556800,2024-01-03,24,21,Creditworthy,0.66,0.43,Commercial Bank,1,47.7,4,No,N/A,0.58,Fair,Asset Acquisition,349
LOAN_0000227,FARMER_00949,ENT_000949,55000,14.1,2020-11-23,Yes,52800,2021-05-02,24,11,Non-creditworthy,0.47,0.64,Commercial Bank,0,56.1,5,No,N/A,0.96,Excellent,Storage Construction,454
LOAN_0000228,FARMER_00951,ENT_000951,1860000,28.7,2022-11-21,No,1636800,2023-03-08,12,10,Non-creditworthy,0.91,0.68,Government Program,4,60.8,4,No,N/A,0.88,Good,Storage Construction,664
LOAN_0000229,FARMER_00956,ENT_000956,3130000,18.5,2018-12-29,No,0,,36,29,Creditworthy,2.62,0.41,Family/Friends,2,73.1,2,No,N/A,0.0,None,Input Loan,549
LOAN_0000230,FARMER_00957,ENT_000957,725000,26.9,2022-01-02,No,703250,2022-11-13,12,11,Non-creditworthy,0.71,0.44,Bank of Agriculture,3,85.4,0,No,N/A,0.97,Excellent,Input Loan,696
LOAN_0000231,FARMER_00968,ENT_000968,75000,32.3,2022-01-20,Yes,39000,2023-03-22,18,12,Non-creditworthy,0.19,0.79,Family/Friends,2,84.9,0,No,N/A,0.52,Fair,Bundled Services Loan,771
LOAN_0000232,FARMER_00974,ENT_000974,1015000,31.4,2024-03-21,No,558250,2024-06-02,18,16,Non-creditworthy,1.46,0.49,Bank of Agriculture,2,28.0,3,No,N/A,0.55,Fair,Storage Construction,506
LOAN_0000233,FARMER_00981,ENT_000981,155000,20.3,2019-09-04,No,49600,2020-02-10,24,14,Non-creditworthy,3.88,0.69,Government Program,2,39.0,3,Yes,Other,0.32,Poor,Land Expansion,461
LOAN_0000234,FARMER_00986,ENT_000986,955000,14.9,2023-08-02,No,935900,2024-05-05,36,2,Creditworthy,1.37,0.78,Microfinance Bank,2,71.5,0,No,N/A,0.98,Excellent,Input Loan,648
LOAN_0000235,FARMER_00992,ENT_000992,3265000,13.9,2023-08-21,No,0,,36,16,Non-creditworthy,3.15,0.74,Government Program,4,18.2,0,No,N/A,0.0,None,Input Loan,386
LOAN_0000236,FARMER_00993,ENT_000993,770000,26.3,2016-08-05,No,238700,2019-07-06,36,12,Non-creditworthy,2.21,0.42,Government Program,5,79.8,2,Yes,Policy Change,0.31,Poor,Processing Equipment,639
LOAN_0000237,FARMER_00996,ENT_000996,175000,32.0,2023-06-05,No,113750,2023-10-02,18,10,Non-creditworthy,0.72,0.63,Bank of Agriculture,2,70.7,1,No,N/A,0.65,Fair,Storage Construction,604
LOAN_0000238,FARMER_00998,ENT_000998,3070000,9.6,2022-07-19,No,0,,12,12,Creditworthy,1.15,0.76,Cooperative,2,53.7,5,No,N/A,0.0,None,Working Capital,688
LOAN_0000239,FARMER_01001,ENT_001001,5715000,19.1,2018-04-29,Yes,4972050,2018-08-17,18,8,Non-creditworthy,2.76,0.52,Government Program,4,84.6,2,No,N/A,0.87,Good,Working Capital,377
LOAN_0000240,FARMER_01002,ENT_001002,3970000,28.9,2023-08-03,No,1349800,2024-11-12,18,17,Non-creditworthy,3.59,0.75,Commercial Bank,2,72.9,1,Yes,Diversion of Funds,0.34,Poor,Working Capital,719
LOAN_0000241,FARMER_01003,ENT_001003,20000,21.9,2017-09-02,No,19000,2020-07-05,36,17,Non-creditworthy,0.21,0.42,Bank of Agriculture,0,59.2,3,No,N/A,0.95,Excellent,Input Loan,844
LOAN_0000242,FARMER_01007,ENT_001007,3780000,15.1,2019-01-30,No,0,,12,10,Non-creditworthy,2.98,0.49,Cooperative,4,67.4,0,No,N/A,0.0,None,Processing Equipment,705
LOAN_0000243,FARMER_01013,ENT_001013,3475000,5.7,2014-05-26,No,3336000,2014-09-09,36,20,Non-creditworthy,2.16,0.44,Informal Lender,1,33.9,5,No,N/A,0.96,Excellent,Storage Construction,656
LOAN_0000244,FARMER_01014,ENT_001014,2660000,19.9,2019-03-17,Yes,2633400,2019-09-17,12,11,Non-creditworthy,3.25,0.51,Commercial Bank,5,44.3,4,No,N/A,0.99,Excellent,Processing Equipment,814
