state,age,gender,education,household_size,farm_size_hectares,primary_crop,secondary_crop,livestock_type,farming_experience_years,has_bank_account,uses_mobile_money,monthly_income_naira,off_farm_income_naira,utility_payment_score,monthly_mobile_spend_naira,has_smartphone,has_previous_loan,last_loan_amount_naira,loan_product_type,repaid_last_loan_on_time,has_default_history,cooperative_member,cooperative_repayment_rate_percent,last_utility_payment_date,last_rent_payment_date,social_media_usage,ecommerce_activity,total_income,income_per_capita,farm_size_category
Kebbi,22,Male,Primary,11,9.3,Rice,Cotton,Fish Farming,3,False,False,144224,7778,680,2356,True,True,124546,Farm Inputs,True,False,True,98,2025-04-19,,Low,False,152002,13818.363636363636,Medium (5-10ha)
Rivers,60,Female,Secondary,2,9.86,Cocoa,Soybean,Sheep,11,True,False,194415,89122,563,5385,False,False,0,None,False,False,True,74,2025-02-15,2025-04-11,Medium,True,283537,141768.5,Medium (5-10ha)
Taraba,48,Male,None,8,8.54,Millet,Vegetables,Cattle,9,True,True,181486,60831,421,809,True,False,0,None,False,False,False,0,2025-05-01,2025-03-24,High,False,242317,30289.625,Medium (5-10ha)
Kaduna,22,Male,Tertiary,11,0.76,Maize,Sorghum,Goats,4,False,True,59716,4778,434,5264,False,False,0,None,False,False,False,0,2025-02-12,,None,False,64494,5863.090909090909,Subsistence (<1ha)
Kebbi,32,Male,Secondary,8,0.61,Groundnut,Millet,Poultry,7,True,False,171130,43596,654,6161,True,True,196160,Mechanization Services,True,False,True,82,2025-03-08,2025-03-12,Medium,False,214726,26840.75,Subsistence (<1ha)
Akwa Ibom,36,Female,Primary,2,4.21,Sesame,Cassava,Poultry,4,False,False,196593,60243,770,8361,False,True,213420,Farm Inputs,False,True,False,0,2025-04-28,2025-03-20,Low,True,256836,128418.0,Small (1-5ha)
Nasarawa,28,Female,Primary,6,1.67,Vegetables,Millet,Pigs,4,False,True,17165,2220,827,5456,True,False,0,None,False,False,False,0,2025-03-25,2025-03-08,High,False,19385,3230.8333333333335,Small (1-5ha)
Delta,33,Female,Secondary,2,6.24,Vegetables,Tomato,Poultry,3,False,False,124788,39463,476,5576,False,False,0,None,False,False,True,71,2025-02-25,2025-03-29,Medium,False,164251,82125.5,Medium (5-10ha)
Rivers,39,Male,Primary,7,1.59,Yam,Cotton,None,8,True,True,116960,50552,815,5051,True,False,0,None,False,False,True,80,2025-05-05,2025-05-03,High,False,167512,23930.285714285714,Small (1-5ha)
Ogun,31,Female,None,2,2.08,Oil Palm,Cotton,Fish Farming,0,True,True,105527,48140,548,7470,True,False,0,None,False,False,True,80,2025-04-21,2025-03-30,Low,False,153667,76833.5,Small (1-5ha)
Yobe,19,Female,Primary,5,3.55,Groundnut,Cocoa,Poultry,0,False,True,198231,3163,424,7897,False,False,0,None,False,False,True,86,2025-03-13,,None,False,201394,40278.8,Small (1-5ha)
Lagos,26,Female,Primary,12,7.67,Sorghum,Millet,Sheep,3,False,False,37654,10900,790,9656,True,False,0,None,False,False,True,86,2025-02-14,2025-03-08,Medium,True,48554,4046.1666666666665,Medium (5-10ha)
Bauchi,56,Female,Secondary,2,4.76,Soybean,Rice,Cattle,13,True,False,83650,7897,518,8077,True,False,0,None,False,False,False,0,2025-02-08,2025-04-04,None,True,91547,45773.5,Small (1-5ha)
Ogun,48,Female,Secondary,4,3.91,Cowpea,Cotton,Poultry,6,False,True,171881,31963,423,6483,True,False,0,None,False,False,False,0,2025-03-05,2025-04-16,None,False,203844,50961.0,Small (1-5ha)
Rivers,58,Female,Secondary,9,3.16,Cowpea,None,None,20,True,True,175672,57873,500,1779,True,False,0,None,False,False,True,76,2025-04-25,2025-04-22,None,False,233545,25949.444444444445,Small (1-5ha)
Anambra,34,Female,Tertiary,6,8.62,Cassava,Cocoa,Pigs,5,False,False,103752,2817,360,1494,True,True,493912,Bundled Services,False,True,True,81,2025-02-25,2025-03-25,None,True,106569,17761.5,Medium (5-10ha)
Osun,19,Male,None,7,2.33,Soybean,Cocoa,Poultry,1,False,True,102250,15085,330,2858,False,True,196439,Bundled Services,True,False,False,0,2025-03-01,,Low,False,117335,16762.14285714286,Small (1-5ha)
Katsina,22,Female,None,7,9.04,Yam,Maize,Sheep,1,False,True,93055,9337,414,2853,False,False,0,None,False,False,True,82,2025-03-27,,Medium,False,102392,14627.42857142857,Medium (5-10ha)
Taraba,65,Female,Secondary,3,1.02,Oil Palm,Rice,Fish Farming,23,True,False,48508,12197,554,4560,True,True,406373,Farm Inputs,True,False,True,72,2025-04-08,2025-03-27,Low,True,60705,20235.0,Small (1-5ha)
Delta,37,Male,Secondary,11,6.35,Groundnut,None,None,12,True,True,111758,4853,556,4051,True,True,22892,Bundled Services,False,True,False,0,2025-04-10,2025-05-02,None,False,116611,10601.0,Medium (5-10ha)
Adamawa,32,Male,None,1,3.15,Rice,Vegetables,Pigs,11,True,True,12456,2069,720,4141,False,True,448120,Mechanization Services,False,True,True,79,2025-03-23,2025-04-19,High,True,14525,14525.0,Small (1-5ha)
Gombe,56,Male,None,8,1.09,Yam,Oil Palm,Pigs,34,False,True,194438,58071,580,4381,False,True,435980,Bundled Services,True,False,False,0,2025-05-04,2025-04-13,None,False,252509,31563.625,Small (1-5ha)
Oyo,52,Male,None,5,2.89,Millet,Groundnut,Cattle,10,False,False,47837,22764,842,5567,True,False,0,None,False,False,True,81,2025-04-09,2025-05-02,Medium,True,70601,14120.2,Small (1-5ha)
Bayelsa,45,Male,Primary,3,2.65,Rice,Yam,Poultry,25,False,True,65757,20409,631,6600,True,True,186224,Bundled Services,False,True,True,78,2025-02-07,2025-05-01,None,False,86166,28722.0,Small (1-5ha)
Plateau,34,Female,Tertiary,3,7.35,Rice,Soybean,None,1,True,False,170292,21933,604,7618,False,True,357630,Bundled Services,True,False,False,0,2025-04-22,2025-04-04,None,True,192225,64075.0,Medium (5-10ha)
Adamawa,55,Female,Primary,6,6.71,Sesame,Cocoa,Fish Farming,26,False,True,100236,17488,362,8022,True,False,0,None,False,False,True,86,2025-03-03,2025-04-10,Low,False,117724,19620.666666666668,Medium (5-10ha)
Borno,48,Female,Tertiary,10,4.59,Cowpea,Maize,None,22,True,False,124269,32968,827,8933,True,False,0,None,False,False,True,91,2025-04-16,2025-04-16,None,False,157237,15723.7,Small (1-5ha)
Plateau,50,Female,Tertiary,5,8.54,Cowpea,Maize,Pigs,1,True,True,155454,20601,768,3797,True,False,0,None,False,False,False,0,2025-04-08,2025-03-07,None,False,176055,35211.0,Medium (5-10ha)
Delta,64,Female,Primary,5,9.91,Cowpea,Yam,Sheep,33,True,False,139558,68680,308,2024,False,False,0,None,False,False,True,99,2025-04-03,2025-03-18,High,False,208238,41647.6,Medium (5-10ha)
Ekiti,51,Female,Primary,8,4.23,Sorghum,Rubber,Goats,18,False,False,58632,1013,621,2871,True,True,244578,Bundled Services,True,False,False,0,2025-03-01,2025-04-29,Medium,False,59645,7455.625,Small (1-5ha)
Delta,27,Male,Primary,7,4.87,Sesame,Cowpea,Fish Farming,0,True,False,66506,18408,668,1716,False,True,463935,Mechanization Services,False,True,True,70,2025-04-30,2025-03-19,Medium,False,84914,12130.57142857143,Small (1-5ha)
Plateau,56,Female,Tertiary,6,7.98,Sesame,Yam,Sheep,0,False,True,171173,14694,464,8328,False,False,0,None,False,False,True,99,2025-04-19,2025-04-01,None,False,185867,30977.833333333332,Medium (5-10ha)
Adamawa,62,Male,Secondary,8,7.67,Cassava,None,None,44,True,True,195121,26995,803,573,False,False,0,None,False,False,True,97,2025-03-26,2025-04-01,Low,False,222116,27764.5,Medium (5-10ha)
Zamfara,34,Male,None,3,2.27,Cowpea,Oil Palm,Cattle,15,True,True,106688,31885,651,2002,False,True,219855,Bundled Services,True,False,True,89,2025-02-20,2025-04-10,None,False,138573,46191.0,Small (1-5ha)
Kwara,46,Male,None,9,2.04,Cassava,Cocoa,Cattle,5,False,True,106395,35144,348,9859,False,True,493527,Bundled Services,True,False,True,86,2025-03-18,2025-04-14,Medium,False,141539,15726.555555555555,Small (1-5ha)
Zamfara,37,Female,None,8,2.12,Vegetables,Rice,Goats,17,False,True,108545,50839,552,4802,True,False,0,None,False,False,True,73,2025-02-17,2025-04-27,None,True,159384,19923.0,Small (1-5ha)
Kogi,44,Male,None,9,1.96,Rubber,Vegetables,Fish Farming,20,False,False,171395,76802,837,9851,False,False,0,None,False,False,False,0,2025-02-19,2025-05-02,Low,False,248197,27577.444444444445,Small (1-5ha)
Jigawa,22,Male,None,10,2.52,Yam,Cocoa,Fish Farming,1,True,False,172015,70637,755,6642,True,True,247066,Farm Inputs,False,True,False,0,2025-03-07,,None,False,242652,24265.2,Small (1-5ha)
Kebbi,33,Female,Primary,11,3.38,Sesame,Cowpea,Goats,13,False,True,59454,15651,546,536,False,True,161414,Mechanization Services,True,False,False,0,2025-04-07,2025-03-25,None,True,75105,6827.727272727273,Small (1-5ha)
Adamawa,23,Male,Tertiary,2,3.42,Cowpea,Cocoa,Fish Farming,1,False,True,165905,50207,606,5694,False,False,0,None,False,False,True,76,2025-03-26,2025-03-26,High,False,216112,108056.0,Small (1-5ha)
Bayelsa,39,Female,Secondary,6,3.02,Yam,Rubber,Pigs,4,True,True,43616,6393,805,808,True,True,64308,Mechanization Services,False,True,True,70,2025-03-24,2025-03-14,Low,False,50009,8334.833333333334,Small (1-5ha)
Jigawa,61,Female,Secondary,6,9.19,Maize,Millet,None,43,True,False,35158,10817,307,1439,True,False,0,None,False,False,True,71,2025-02-10,2025-03-31,Medium,False,45975,7662.5,Medium (5-10ha)
Bayelsa,59,Male,Tertiary,7,5.56,Rice,Cotton,Poultry,7,True,False,25976,9318,510,7886,False,False,0,None,False,False,False,0,2025-04-15,2025-03-09,None,False,35294,5042.0,Medium (5-10ha)
Taraba,40,Female,None,1,3.62,Soybean,Sesame,Fish Farming,8,True,True,69780,1193,494,1656,False,True,101323,Farm Inputs,True,False,True,75,2025-03-22,2025-04-02,High,True,70973,70973.0,Small (1-5ha)
Kaduna,56,Male,None,5,2.41,Cocoa,Oil Palm,None,23,True,True,166633,69205,845,5183,True,False,0,None,False,False,True,97,2025-02-10,2025-04-20,None,True,235838,47167.6,Small (1-5ha)
Taraba,27,Male,Secondary,8,4.94,Oil Palm,Vegetables,Cattle,8,True,True,108621,7558,616,1789,True,True,366920,Bundled Services,True,False,True,89,2025-03-26,2025-04-10,High,False,116179,14522.375,Small (1-5ha)
Anambra,60,Male,None,6,3.03,Sesame,Millet,None,34,False,True,94727,15574,415,3870,True,False,0,None,False,False,True,71,2025-03-01,2025-05-04,Medium,False,110301,18383.5,Small (1-5ha)
Edo,29,Male,None,8,1.28,Sorghum,Vegetables,Pigs,3,True,True,53114,18336,300,2801,False,True,316616,Bundled Services,True,False,True,99,2025-02-11,2025-03-28,High,True,71450,8931.25,Small (1-5ha)
Cross River,21,Male,None,2,2.66,Groundnut,Rice,Sheep,0,True,False,122671,21525,491,8591,False,True,442070,Mechanization Services,True,False,False,0,2025-02-14,,Low,False,144196,72098.0,Small (1-5ha)
Osun,21,Male,Tertiary,9,8.99,Cocoa,Oil Palm,Sheep,0,False,True,97511,46291,403,8315,False,False,0,None,False,False,False,0,2025-05-02,,Low,False,143802,15978.0,Medium (5-10ha)
Jigawa,52,Male,None,4,4.79,Vegetables,Yam,Cattle,12,True,False,49922,23720,470,3184,True,True,112306,Mechanization Services,True,False,True,89,2025-02-11,2025-03-22,None,False,73642,18410.5,Small (1-5ha)
Ekiti,55,Male,Secondary,8,5.54,Soybean,Groundnut,None,21,True,False,148129,58856,335,7061,True,False,0,None,False,False,True,75,2025-04-04,2025-03-11,Low,True,206985,25873.125,Medium (5-10ha)
Borno,37,Male,Primary,3,0.67,Cowpea,Maize,None,10,True,False,152204,48325,430,1514,False,True,387100,Bundled Services,True,False,True,70,2025-04-15,2025-04-15,Medium,False,200529,66843.0,Subsistence (<1ha)
Zamfara,23,Male,Primary,9,4.9,Groundnut,Oil Palm,Poultry,1,False,False,53660,6210,756,5109,False,False,0,None,False,False,False,0,2025-03-19,2025-04-27,Low,False,59870,6652.222222222223,Small (1-5ha)
Bayelsa,44,Female,None,2,8.58,Maize,Groundnut,Goats,23,False,True,40868,7527,549,3256,True,False,0,None,False,False,False,0,2025-03-06,2025-03-12,Medium,False,48395,24197.5,Medium (5-10ha)
Bayelsa,31,Female,Primary,7,3.96,Tomato,Rice,Pigs,4,True,True,23478,510,388,1468,True,True,202519,Bundled Services,True,False,True,85,2025-03-28,2025-04-09,High,False,23988,3426.8571428571427,Small (1-5ha)
Ebonyi,32,Female,Secondary,10,9.74,Cowpea,Oil Palm,Cattle,5,True,True,183729,30143,610,6677,False,True,499672,Farm Inputs,True,False,True,77,2025-04-15,2025-03-10,High,False,213872,21387.2,Medium (5-10ha)
Kogi,26,Female,Tertiary,2,7.11,Tomato,Oil Palm,Poultry,7,True,False,109711,52998,650,1476,False,False,0,None,False,False,False,0,2025-04-09,2025-04-18,High,False,162709,81354.5,Medium (5-10ha)
Delta,35,Male,None,12,3.65,Cocoa,Soybean,Sheep,10,True,True,154004,4895,490,5975,False,False,0,None,False,False,True,81,2025-04-06,2025-04-30,None,False,158899,13241.583333333334,Small (1-5ha)
Zamfara,34,Female,Tertiary,1,9.71,Cocoa,Rice,Sheep,4,False,False,72838,9746,579,533,False,True,284446,Mechanization Services,True,False,False,0,2025-04-08,2025-03-25,High,False,82584,82584.0,Medium (5-10ha)
Sokoto,45,Male,Secondary,10,3.73,Cotton,Rubber,Goats,13,False,False,126057,32405,842,6079,True,False,0,None,False,False,False,0,2025-03-23,2025-03-20,High,False,158462,15846.2,Small (1-5ha)
Imo,62,Male,Primary,6,1.21,Tomato,Yam,Cattle,43,True,False,193130,60404,456,8327,False,True,478212,Mechanization Services,False,True,True,90,2025-04-30,2025-04-25,None,False,253534,42255.666666666664,Small (1-5ha)
Ebonyi,43,Female,Secondary,12,7.82,Cassava,Oil Palm,Sheep,17,True,True,28053,755,758,974,False,True,36027,Bundled Services,True,False,True,96,2025-03-12,2025-04-10,High,True,28808,2400.6666666666665,Medium (5-10ha)
Zamfara,21,Female,Primary,5,2.66,Soybean,None,Cattle,1,True,True,130273,56124,802,4563,True,False,0,None,False,False,False,0,2025-04-20,,Low,False,186397,37279.4,Small (1-5ha)
Delta,34,Male,Primary,6,5.98,Yam,Oil Palm,Cattle,10,False,False,71107,238,438,4633,True,True,366328,Farm Inputs,True,False,False,0,2025-04-02,2025-04-03,None,True,71345,11890.833333333334,Medium (5-10ha)
Oyo,51,Female,Primary,7,8.46,Sorghum,Sesame,Sheep,28,False,False,130414,47817,383,6690,True,True,65423,Bundled Services,True,False,False,0,2025-04-06,2025-03-28,Medium,False,178231,25461.571428571428,Medium (5-10ha)
Jigawa,57,Male,Primary,8,8.2,Rubber,Maize,Goats,23,True,False,167222,45975,545,3891,True,True,302043,Bundled Services,True,False,True,91,2025-02-26,2025-04-23,Medium,False,213197,26649.625,Medium (5-10ha)
Borno,42,Female,Secondary,1,9.87,Cotton,Vegetables,None,17,True,True,22432,10883,495,3066,True,False,0,None,False,False,True,82,2025-04-15,2025-04-07,Medium,True,33315,33315.0,Medium (5-10ha)
Benue,65,Female,Secondary,11,2.18,Rubber,Soybean,Goats,14,False,False,158096,29507,422,6624,True,False,0,None,False,False,True,100,2025-05-02,2025-03-14,None,True,187603,17054.81818181818,Small (1-5ha)
Oyo,50,Male,Secondary,8,8.34,Cassava,Sorghum,Goats,10,True,True,8085,929,555,2982,True,False,0,None,False,False,True,100,2025-03-25,2025-04-05,Medium,False,9014,1126.75,Medium (5-10ha)
Abia,39,Female,Primary,11,1.88,Yam,Millet,None,10,False,True,63860,11751,588,3474,True,False,0,None,False,False,False,0,2025-02-19,2025-04-22,High,True,75611,6873.727272727273,Small (1-5ha)
Lagos,37,Male,Secondary,5,4.0,Sesame,Vegetables,Poultry,14,False,False,83974,37194,505,4961,True,True,110101,Mechanization Services,False,True,True,73,2025-03-13,2025-04-24,Low,False,121168,24233.6,Small (1-5ha)
Ogun,58,Female,None,4,7.41,Groundnut,Sesame,Goats,14,False,False,189557,83114,471,1140,True,False,0,None,False,False,True,100,2025-03-13,2025-03-09,Medium,False,272671,68167.75,Medium (5-10ha)
Rivers,27,Male,Primary,6,9.06,Oil Palm,Cassava,Goats,9,True,True,199158,69410,599,4124,True,True,32679,Farm Inputs,True,False,False,0,2025-03-21,2025-03-15,Medium,False,268568,44761.333333333336,Medium (5-10ha)
Akwa Ibom,41,Female,Secondary,9,0.81,Sorghum,Sesame,None,8,True,False,172464,75720,740,3151,True,True,128931,Mechanization Services,False,True,True,90,2025-04-13,2025-05-04,None,False,248184,27576.0,Subsistence (<1ha)
Kano,46,Male,None,8,5.11,Soybean,Cotton,Goats,7,True,True,29504,1725,634,8542,False,True,273082,Bundled Services,False,True,True,78,2025-03-10,2025-03-25,High,True,31229,3903.625,Medium (5-10ha)
Ekiti,44,Male,None,2,0.5,Cassava,Groundnut,Cattle,2,False,False,130414,52514,550,6236,True,False,0,None,False,False,True,78,2025-02-25,2025-04-04,Low,True,182928,91464.0,Subsistence (<1ha)
Ondo,27,Female,None,12,6.48,Sesame,Cassava,Fish Farming,7,False,True,184009,53870,821,888,False,False,0,None,False,False,True,75,2025-03-22,2025-04-17,High,False,237879,19823.25,Medium (5-10ha)
Plateau,24,Female,None,10,1.59,Sorghum,Cocoa,Goats,6,False,False,161319,79615,620,6248,False,True,347796,Bundled Services,False,True,False,0,2025-02-09,2025-03-12,High,True,240934,24093.4,Small (1-5ha)
Katsina,47,Male,Secondary,12,6.85,Oil Palm,Rice,Sheep,7,False,False,111921,24534,448,1161,True,True,25665,Bundled Services,False,True,False,0,2025-05-04,2025-03-26,None,False,136455,11371.25,Medium (5-10ha)
Adamawa,55,Female,Secondary,9,2.42,Cowpea,Yam,None,36,False,True,80830,25011,546,2233,True,True,94139,Mechanization Services,False,True,True,75,2025-05-05,2025-05-01,High,False,105841,11760.111111111111,Small (1-5ha)
Niger,28,Male,Secondary,8,7.75,Rubber,Soybean,Cattle,5,False,False,46818,20740,650,8706,True,False,0,None,False,False,False,0,2025-04-13,2025-04-14,High,False,67558,8444.75,Medium (5-10ha)
Kano,26,Female,None,5,8.49,Millet,Cassava,Poultry,3,False,True,177308,69801,845,3014,True,False,0,None,False,False,True,83,2025-04-22,2025-03-13,Medium,True,247109,49421.8,Medium (5-10ha)
Kebbi,55,Female,None,7,2.4,Rubber,Maize,Cattle,36,False,False,158997,11411,609,861,False,True,115965,Mechanization Services,False,True,False,0,2025-04-09,2025-03-07,None,False,170408,24344.0,Small (1-5ha)
Adamawa,42,Male,Secondary,8,4.19,Cocoa,Millet,Pigs,17,False,False,16006,5789,435,8050,False,False,0,None,False,False,True,92,2025-02-24,2025-04-16,Low,False,21795,2724.375,Small (1-5ha)
Kogi,29,Female,Primary,7,0.42,Cassava,Cocoa,Goats,11,True,True,160277,70276,381,680,False,False,0,None,False,False,True,78,2025-04-01,2025-03-24,None,False,230553,32936.142857142855,Subsistence (<1ha)
Ogun,40,Male,None,9,9.51,Sorghum,Cowpea,None,17,True,False,70609,18536,785,2192,True,False,0,None,False,False,True,74,2025-02-07,2025-04-02,High,False,89145,9905.0,Medium (5-10ha)
Katsina,24,Male,None,8,1.35,Cassava,Cotton,Sheep,4,False,True,189687,66716,798,7273,True,False,0,None,False,False,True,73,2025-04-18,2025-03-16,Medium,False,256403,32050.375,Small (1-5ha)
Ebonyi,51,Male,Tertiary,9,0.41,Rice,Soybean,Pigs,12,True,False,49975,20376,332,907,False,True,402541,Bundled Services,True,False,False,0,2025-03-11,2025-04-29,High,False,70351,7816.777777777777,Subsistence (<1ha)
Jigawa,62,Female,Tertiary,4,9.71,Sesame,Oil Palm,Poultry,22,False,True,143756,3383,522,5894,False,False,0,None,False,False,True,93,2025-02-06,2025-03-25,High,False,147139,36784.75,Medium (5-10ha)
Niger,52,Male,Tertiary,11,7.06,Groundnut,Cassava,Pigs,25,False,False,30710,8860,470,1155,True,True,467939,Mechanization Services,True,False,True,85,2025-02-13,2025-04-30,High,False,39570,3597.2727272727275,Medium (5-10ha)
Borno,56,Male,Primary,4,9.9,Rice,Yam,Sheep,23,True,False,25747,11992,565,1813,True,True,188165,Mechanization Services,True,False,True,92,2025-04-03,2025-04-27,Medium,False,37739,9434.75,Medium (5-10ha)
Kaduna,36,Female,Tertiary,1,8.06,Tomato,Yam,Sheep,13,False,True,44845,16762,431,6190,True,True,265477,Farm Inputs,True,False,True,99,2025-03-11,2025-05-04,High,False,61607,61607.0,Medium (5-10ha)
Kano,20,Female,Primary,9,7.75,Rice,Maize,Goats,1,True,False,170196,44922,528,6352,False,False,0,None,False,False,True,94,2025-04-19,,Low,True,215118,23902.0,Medium (5-10ha)
Ondo,44,Female,Tertiary,11,6.13,Yam,Sesame,Cattle,20,False,True,148708,43168,510,2031,True,False,0,None,False,False,True,99,2025-03-12,2025-04-16,High,False,191876,17443.272727272728,Medium (5-10ha)
Plateau,44,Female,Tertiary,2,2.1,Millet,Oil Palm,None,23,False,True,170243,28085,728,7584,True,True,466272,Bundled Services,True,False,True,74,2025-02-20,2025-04-21,None,False,198328,99164.0,Small (1-5ha)
Katsina,26,Male,None,10,9.05,Soybean,Sesame,Goats,5,False,True,68939,32022,616,7103,False,False,0,None,False,False,True,73,2025-04-10,2025-04-22,Low,False,100961,10096.1,Medium (5-10ha)
Sokoto,56,Female,Secondary,3,4.97,Sesame,Maize,Sheep,9,False,False,56353,21674,717,6201,True,True,423127,Farm Inputs,True,False,False,0,2025-03-15,2025-04-11,Low,False,78027,26009.0,Small (1-5ha)
Kano,24,Female,Secondary,7,7.12,Cotton,Oil Palm,Pigs,2,True,False,120775,6413,301,811,False,True,172771,Farm Inputs,False,True,False,0,2025-03-18,2025-05-01,Low,False,127188,18169.714285714286,Medium (5-10ha)
Ekiti,34,Female,Tertiary,12,2.01,Tomato,Maize,Cattle,9,False,True,189555,50447,659,7129,True,True,361955,Farm Inputs,True,False,True,82,2025-03-01,2025-04-04,Low,False,240002,20000.166666666668,Small (1-5ha)
Imo,38,Female,None,1,1.86,Millet,Sorghum,None,19,False,False,95228,29010,355,4224,True,False,0,None,False,False,False,0,2025-04-03,2025-04-04,High,False,124238,124238.0,Small (1-5ha)
