Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason
LOAN_0000148,FARMER_00074,ENT_000143,1230000,34.4,2015-02-22,No,2076240,2017-02-11,24,21,Creditworthy,0.05,0.65,Commercial Bank,5,88.7,3,No,N/A
LOAN_0000149,FARMER_00074,ENT_000143,1350000,33.3,2021-05-18,No,1574775,2021-11-14,6,3,Non-creditworthy,0.06,0.65,Bank of Agriculture,0,30.3,5,No,N/A
LOAN_0000150,FARMER_00074,ENT_000145,295000,22.2,2018-05-14,No,425980,2020-05-03,24,14,Non-creditworthy,0.35,0.43,Commercial Bank,3,67.7,4,No,N/A
LOAN_0000151,FARMER_00075,ENT_000147,70000,25.3,2024-01-18,Yes,31054,2024-05-17,6,5,Non-creditworthy,0.0,0.72,Informal Lender,0,31.2,5,Yes,Diversion of Funds
LOAN_0000152,FARMER_00075,ENT_000147,85000,32.2,2024-03-06,Yes,13214,,36,12,Creditworthy,0.0,0.72,Government Program,4,46.7,4,No,N/A
LOAN_0000153,FARMER_00077,ENT_000149,875000,9.2,2023-05-24,Yes,915250,2023-11-20,6,5,Creditworthy,0.02,0.47,Government Program,4,58.3,6,No,N/A
LOAN_0000154,FARMER_00077,ENT_000150,175000,16.0,2024-10-24,No,71458,,12,7,Non-creditworthy,0.0,0.76,Informal Lender,0,66.6,6,No,N/A
LOAN_0000155,FARMER_00077,ENT_000150,210000,34.5,2024-09-05,No,159384,,12,11,Creditworthy,0.01,0.76,Family/Friends,5,48.9,2,No,N/A
LOAN_0000156,FARMER_00078,ENT_000151,95000,12.9,2024-07-21,No,68265,,18,3,Creditworthy,0.02,0.68,Informal Lender,2,38.3,1,No,N/A
LOAN_0000157,FARMER_00078,ENT_000152,490000,18.2,2022-02-17,No,579180,2023-02-12,12,3,Creditworthy,0.0,0.59,Cooperative,4,72.0,0,No,N/A
LOAN_0000158,FARMER_00078,ENT_000152,385000,17.4,2023-12-04,No,181964,,24,21,Creditworthy,0.0,0.59,Government Program,3,3.2,0,No,N/A
LOAN_0000159,FARMER_00079,ENT_000154,310000,11.9,2022-03-04,Yes,346890,2023-02-27,12,9,Non-creditworthy,0.0,0.67,Government Program,1,60.9,1,No,N/A
LOAN_0000160,FARMER_00079,ENT_000154,260000,23.4,2016-09-17,Yes,290420,2017-03-16,6,2,Creditworthy,0.0,0.67,Government Program,5,65.3,4,No,N/A
LOAN_0000161,FARMER_00079,ENT_000155,40000,29.1,2017-07-05,No,63280,2019-06-25,24,3,Non-creditworthy,0.01,0.72,Informal Lender,4,41.5,1,No,N/A
LOAN_0000162,FARMER_00080,ENT_000157,770000,28.2,2024-12-05,Yes,430776,,12,3,Creditworthy,0.03,0.62,Commercial Bank,1,51.3,6,No,N/A
LOAN_0000163,FARMER_00081,ENT_000159,885000,20.5,2022-01-26,Yes,1429275,2025-01-10,36,3,Non-creditworthy,0.02,0.58,Microfinance Bank,5,1.0,1,No,N/A
LOAN_0000164,FARMER_00081,ENT_000159,190000,13.3,2024-06-22,No,78697,,24,24,Creditworthy,0.0,0.58,Commercial Bank,4,29.2,6,No,N/A
LOAN_0000165,FARMER_00082,ENT_000163,695000,12.4,2016-07-22,No,738090,2017-01-18,6,2,Non-creditworthy,0.0,0.54,Cooperative,2,22.6,4,No,N/A
LOAN_0000166,FARMER_00082,ENT_000163,295000,33.4,2018-08-24,Yes,393530,2019-08-19,12,5,Creditworthy,0.0,0.54,Microfinance Bank,1,83.7,6,No,N/A
LOAN_0000167,FARMER_00083,ENT_000164,105000,20.8,2021-08-18,Yes,170520,2024-08-02,36,12,Non-creditworthy,0.13,0.6,Commercial Bank,5,52.3,2,No,N/A
LOAN_0000168,FARMER_00083,ENT_000164,325000,5.4,2018-07-19,Yes,351325,2020-01-10,18,9,Creditworthy,0.41,0.6,Informal Lender,2,24.5,3,No,N/A
LOAN_0000169,FARMER_00083,ENT_000165,215000,17.0,2022-03-19,Yes,324650,2025-03-03,36,7,Non-creditworthy,0.0,0.48,Government Program,1,56.0,6,No,N/A
LOAN_0000170,FARMER_00083,ENT_000166,310000,26.6,2022-05-09,Yes,61382,2022-12-05,24,9,Non-creditworthy,0.02,0.47,Bank of Agriculture,5,10.5,5,Yes,Diversion of Funds
LOAN_0000171,FARMER_00083,ENT_000166,190000,15.8,2023-05-12,Yes,117880,2025-01-01,24,7,Non-creditworthy,0.01,0.47,Informal Lender,4,65.3,4,Yes,Illness of Farmer
LOAN_0000172,FARMER_00084,ENT_000167,415000,16.9,2023-06-24,No,283598,,24,5,Creditworthy,0.36,0.53,Family/Friends,2,94.1,5,No,N/A
LOAN_0000173,FARMER_00084,ENT_000168,80000,5.8,2021-09-25,Yes,82320,2022-03-24,6,2,Creditworthy,0.0,0.44,Family/Friends,3,31.6,1,No,N/A
LOAN_0000174,FARMER_00085,ENT_000170,150000,24.2,2019-06-16,Yes,168150,2019-12-13,6,3,Non-creditworthy,0.0,0.7,Cooperative,1,31.1,0,No,N/A
LOAN_0000175,FARMER_00085,ENT_000171,725000,19.3,2016-07-26,No,1144775,2019-07-11,36,1,Non-creditworthy,0.0,0.61,Microfinance Bank,3,88.3,3,No,N/A
LOAN_0000176,FARMER_00085,ENT_000172,205000,27.9,2024-12-22,No,87239,,18,9,Non-creditworthy,0.03,0.49,Microfinance Bank,0,19.1,2,No,N/A
LOAN_0000177,FARMER_00085,ENT_000172,135000,18.7,2022-05-23,No,160245,2023-05-18,12,3,Creditworthy,0.02,0.49,Informal Lender,0,19.4,0,No,N/A
LOAN_0000178,FARMER_00086,ENT_000173,30000,19.1,2018-05-27,No,16827,2018-07-26,6,4,Non-creditworthy,0.02,0.78,Government Program,3,25.5,0,Yes,Pest Attack
LOAN_0000179,FARMER_00089,ENT_000178,130000,26.6,2024-04-17,No,29445,,36,27,Non-creditworthy,0.0,0.41,Commercial Bank,0,52.8,0,No,N/A
LOAN_0000180,FARMER_00089,ENT_000178,65000,33.1,2022-01-07,Yes,108030,2023-12-28,24,2,Non-creditworthy,0.0,0.41,Family/Friends,3,53.1,5,No,N/A
LOAN_0000181,FARMER_00090,ENT_000181,40000,23.8,2019-09-24,No,44760,2020-03-22,6,5,Non-creditworthy,0.0,0.55,Family/Friends,3,70.6,3,No,N/A
LOAN_0000182,FARMER_00090,ENT_000181,105000,10.0,2019-09-13,No,115500,2020-09-07,12,10,Non-creditworthy,0.01,0.55,Cooperative,2,55.5,2,No,N/A
LOAN_0000183,FARMER_00093,ENT_000187,485000,16.8,2017-06-03,No,729440,2020-05-18,36,36,Creditworthy,0.01,0.63,Bank of Agriculture,2,9.4,4,No,N/A
LOAN_0000184,FARMER_00094,ENT_000188,50000,25.2,2023-06-12,Yes,68900,2024-12-03,18,1,Non-creditworthy,0.0,0.57,Microfinance Bank,2,62.0,6,No,N/A
LOAN_0000185,FARMER_00094,ENT_000188,130000,9.4,2017-04-07,No,142220,2018-04-02,12,2,Creditworthy,0.0,0.57,Family/Friends,0,25.1,4,No,N/A
LOAN_0000186,FARMER_00094,ENT_000189,20000,34.8,2023-12-22,Yes,10616,,24,2,Non-creditworthy,0.47,0.61,Microfinance Bank,0,29.1,6,No,N/A
LOAN_0000187,FARMER_00094,ENT_000190,285000,30.6,2021-02-01,No,459420,2023-01-22,24,13,Creditworthy,0.01,0.78,Cooperative,3,86.8,4,No,N/A
LOAN_0000188,FARMER_00094,ENT_000190,160000,11.0,2023-09-23,Yes,168800,2024-03-21,6,5,Non-creditworthy,0.0,0.78,Cooperative,3,39.9,1,No,N/A
LOAN_0000189,FARMER_00097,ENT_000194,125000,23.2,2024-04-20,Yes,154000,2025-04-15,12,6,Creditworthy,0.0,0.47,Family/Friends,3,14.3,6,No,N/A
LOAN_0000190,FARMER_00097,ENT_000194,125000,26.4,2022-03-28,No,191000,2024-03-17,24,6,Creditworthy,0.0,0.47,Microfinance Bank,0,41.5,0,No,N/A
LOAN_0000191,FARMER_00097,ENT_000195,685000,19.7,2020-08-08,No,954890,2022-07-29,24,20,Non-creditworthy,0.03,0.43,Family/Friends,2,40.0,5,No,N/A
LOAN_0000192,FARMER_00099,ENT_000200,1115000,6.3,2017-06-19,Yes,1185245,2018-06-14,12,3,Creditworthy,0.02,0.6,Bank of Agriculture,2,31.6,6,No,N/A
LOAN_0000193,FARMER_00099,ENT_000202,990000,18.3,2024-04-18,No,649536,,36,14,Creditworthy,0.02,0.5,Microfinance Bank,1,6.5,2,No,N/A
LOAN_0000194,FARMER_00102,ENT_000205,560000,20.6,2022-08-26,Yes,130139,,36,13,Creditworthy,0.01,0.65,Commercial Bank,0,47.0,6,No,N/A
LOAN_0000195,FARMER_00102,ENT_000205,210000,30.4,2024-07-14,Yes,135415,,18,7,Creditworthy,0.01,0.65,Family/Friends,1,69.3,2,No,N/A
LOAN_0000196,FARMER_00102,ENT_000206,535000,19.2,2015-11-05,No,637720,2016-10-30,12,9,Non-creditworthy,0.31,0.48,Bank of Agriculture,3,92.9,0,No,N/A
LOAN_0000197,FARMER_00102,ENT_000206,840000,14.0,2020-09-18,Yes,957600,2021-09-13,12,6,Non-creditworthy,0.48,0.48,Commercial Bank,1,28.8,0,No,N/A
LOAN_0000198,FARMER_00102,ENT_000207,1160000,14.4,2015-05-14,Yes,1494080,2017-05-03,24,12,Non-creditworthy,0.05,0.47,Government Program,2,22.4,2,No,N/A
LOAN_0000199,FARMER_00103,ENT_000208,45000,16.6,2023-02-01,No,48735,2023-07-31,6,5,Creditworthy,0.09,0.67,Cooperative,3,89.0,0,No,N/A
LOAN_0000200,FARMER_00103,ENT_000208,165000,24.8,2019-01-19,No,205920,2020-01-14,12,4,Non-creditworthy,0.32,0.67,Cooperative,4,32.6,3,No,N/A
LOAN_0000201,FARMER_00103,ENT_000209,65000,11.2,2022-09-11,No,72280,2023-09-06,12,5,Creditworthy,0.0,0.44,Microfinance Bank,0,31.8,2,No,N/A
LOAN_0000202,FARMER_00103,ENT_000209,65000,6.5,2020-08-22,Yes,67112,2021-02-18,6,1,Non-creditworthy,0.0,0.44,Bank of Agriculture,1,70.8,4,No,N/A
LOAN_0000203,FARMER_00104,ENT_000211,1000000,31.5,2022-08-01,Yes,387191,2023-01-28,24,10,Non-creditworthy,0.46,0.47,Government Program,2,60.8,1,Yes,Other
LOAN_0000204,FARMER_00107,ENT_000215,55000,34.0,2015-12-18,No,64350,2016-06-15,6,1,Creditworthy,0.01,0.45,Bank of Agriculture,5,59.4,5,No,N/A
LOAN_0000205,FARMER_00108,ENT_000216,385000,24.7,2017-02-05,No,575190,2019-01-26,24,23,Non-creditworthy,0.05,0.43,Informal Lender,1,46.0,3,No,N/A
LOAN_0000206,FARMER_00108,ENT_000216,260000,18.5,2020-04-06,No,103712,2021-07-30,36,33,Non-creditworthy,0.03,0.43,Cooperative,3,92.7,4,Yes,Diversion of Funds
LOAN_0000207,FARMER_00108,ENT_000217,205000,24.9,2016-11-21,No,62756,2016-12-21,36,31,Non-creditworthy,0.38,0.76,Bank of Agriculture,4,90.7,4,Yes,Diversion of Funds
LOAN_0000208,FARMER_00109,ENT_000218,470000,13.6,2016-03-17,Yes,565880,2017-09-08,18,9,Non-creditworthy,0.01,0.66,Government Program,2,2.4,0,No,N/A
LOAN_0000209,FARMER_00109,ENT_000218,460000,32.3,2017-11-15,No,608580,2018-11-10,12,12,Creditworthy,0.01,0.66,Bank of Agriculture,1,80.1,6,No,N/A
LOAN_0000210,FARMER_00110,ENT_000219,990000,8.5,2023-08-13,No,1116225,2025-02-03,18,18,Creditworthy,0.07,0.74,Bank of Agriculture,5,70.9,3,No,N/A
LOAN_0000211,FARMER_00110,ENT_000220,995000,25.5,2021-02-18,No,1502450,2023-02-08,24,21,Non-creditworthy,0.03,0.72,Cooperative,2,27.4,0,No,N/A
LOAN_0000212,FARMER_00111,ENT_000221,20000,26.8,2024-04-02,Yes,13262,2025-05-27,36,8,Non-creditworthy,0.03,0.44,Family/Friends,0,9.6,4,Yes,Illness of Farmer
LOAN_0000213,FARMER_00113,ENT_000225,510000,28.1,2022-07-13,Yes,156845,,36,31,Creditworthy,0.01,0.76,Informal Lender,4,93.6,2,No,N/A
LOAN_0000214,FARMER_00113,ENT_000225,285000,14.1,2015-11-21,Yes,345278,2017-05-14,18,11,Creditworthy,0.0,0.76,Government Program,3,76.3,2,No,N/A
LOAN_0000215,FARMER_00113,ENT_000226,55000,8.2,2020-08-03,No,11872,2021-05-30,12,4,Non-creditworthy,0.0,0.55,Bank of Agriculture,3,7.2,4,Yes,Drought/Flood
LOAN_0000216,FARMER_00113,ENT_000226,65000,33.9,2022-01-02,No,76018,2022-07-01,6,6,Creditworthy,0.0,0.55,Bank of Agriculture,0,22.0,5,No,N/A
LOAN_0000217,FARMER_00114,ENT_000227,115000,7.9,2024-03-27,Yes,52553,2024-08-24,6,2,Non-creditworthy,0.01,0.41,Commercial Bank,1,43.2,6,Yes,Input Price Hike
LOAN_0000218,FARMER_00115,ENT_000229,95000,29.2,2024-12-05,Yes,39755,,12,7,Creditworthy,0.27,0.68,Microfinance Bank,4,69.5,4,No,N/A
LOAN_0000219,FARMER_00115,ENT_000230,315000,18.9,2018-05-02,Yes,344768,2018-10-29,6,6,Non-creditworthy,0.32,0.44,Bank of Agriculture,1,16.8,0,No,N/A
LOAN_0000220,FARMER_00115,ENT_000230,95000,15.9,2018-07-09,No,140315,2021-06-23,36,30,Creditworthy,0.1,0.44,Commercial Bank,5,6.2,4,No,N/A
LOAN_0000221,FARMER_00116,ENT_000231,145000,7.2,2023-08-02,No,155440,2024-07-27,12,10,Creditworthy,0.01,0.7,Bank of Agriculture,1,39.3,1,No,N/A
LOAN_0000222,FARMER_00116,ENT_000232,185000,30.5,2023-07-06,No,241425,2024-06-30,12,10,Creditworthy,0.01,0.41,Microfinance Bank,5,95.3,1,No,N/A
LOAN_0000223,FARMER_00117,ENT_000234,95000,21.8,2015-12-24,No,26360,2016-11-18,12,2,Non-creditworthy,0.19,0.68,Commercial Bank,3,67.2,1,Yes,Policy Change
LOAN_0000224,FARMER_00117,ENT_000235,765000,28.7,2020-11-15,Yes,874778,2021-05-14,6,6,Non-creditworthy,0.01,0.59,Informal Lender,0,30.4,6,No,N/A
LOAN_0000225,FARMER_00117,ENT_000235,575000,33.4,2023-10-26,Yes,671025,2024-04-23,6,3,Creditworthy,0.01,0.59,Informal Lender,5,37.0,0,No,N/A
LOAN_0000226,FARMER_00117,ENT_000236,565000,26.1,2018-06-12,No,1007395,2021-05-27,36,18,Creditworthy,0.5,0.45,Commercial Bank,2,35.2,3,No,N/A
LOAN_0000227,FARMER_00117,ENT_000236,360000,29.9,2022-12-18,No,575280,2024-12-07,24,22,Creditworthy,0.32,0.45,Microfinance Bank,3,9.6,3,No,N/A
LOAN_0000228,FARMER_00118,ENT_000237,335000,5.7,2022-09-21,No,373190,2024-09-10,24,21,Creditworthy,0.01,0.58,Family/Friends,2,49.1,5,No,N/A
LOAN_0000229,FARMER_00120,ENT_000239,85000,5.7,2022-03-15,No,46163,2022-12-10,12,6,Non-creditworthy,0.0,0.62,Family/Friends,5,30.3,2,Yes,Illness of Farmer
LOAN_0000230,FARMER_00121,ENT_000241,180000,9.4,2021-06-13,No,188460,2021-12-10,6,3,Non-creditworthy,0.0,0.64,Bank of Agriculture,4,9.7,5,No,N/A
LOAN_0000231,FARMER_00121,ENT_000241,370000,27.2,2021-08-10,Yes,571280,2023-07-31,24,14,Creditworthy,0.0,0.64,Government Program,4,60.2,1,No,N/A
LOAN_0000232,FARMER_00121,ENT_000242,630000,9.1,2024-07-10,No,658665,2025-01-06,6,3,Non-creditworthy,0.44,0.47,Bank of Agriculture,4,74.2,1,No,N/A
LOAN_0000233,FARMER_00121,ENT_000242,120000,5.1,2024-05-21,No,123060,2024-11-17,6,3,Non-creditworthy,0.08,0.47,Microfinance Bank,3,90.8,5,No,N/A
LOAN_0000234,FARMER_00123,ENT_000245,90000,19.5,2020-03-04,Yes,107550,2021-02-27,12,4,Creditworthy,0.26,0.46,Bank of Agriculture,3,91.7,0,No,N/A
LOAN_0000235,FARMER_00124,ENT_000247,75000,6.8,2020-05-02,Yes,82650,2021-10-24,18,4,Creditworthy,0.32,0.42,Informal Lender,1,59.2,1,No,N/A
LOAN_0000236,FARMER_00124,ENT_000247,40000,15.5,2020-03-28,No,58600,2023-03-13,36,11,Creditworthy,0.17,0.42,Informal Lender,4,7.8,6,No,N/A
LOAN_0000237,FARMER_00124,ENT_000248,80000,26.8,2024-09-28,No,11848,,18,4,Creditworthy,0.0,0.48,Government Program,2,98.1,3,No,N/A
LOAN_0000238,FARMER_00124,ENT_000248,195000,11.8,2024-06-04,No,206505,2024-12-01,6,4,Non-creditworthy,0.0,0.48,Family/Friends,2,56.2,0,No,N/A
LOAN_0000239,FARMER_00125,ENT_000249,310000,16.0,2020-11-16,Yes,409200,2022-11-06,24,22,Creditworthy,0.0,0.43,Commercial Bank,1,40.1,5,No,N/A
LOAN_0000240,FARMER_00126,ENT_000250,200000,18.6,2016-05-16,No,237200,2017-05-11,12,3,Creditworthy,0.14,0.56,Commercial Bank,0,74.0,6,No,N/A
LOAN_0000241,FARMER_00126,ENT_000251,175000,20.1,2024-06-26,Yes,192588,2024-12-23,6,1,Creditworthy,0.31,0.72,Bank of Agriculture,3,32.1,3,No,N/A
LOAN_0000242,FARMER_00126,ENT_000251,160000,6.1,2021-09-22,No,169760,2022-09-17,12,3,Creditworthy,0.28,0.72,Cooperative,5,39.5,6,No,N/A
LOAN_0000243,FARMER_00127,ENT_000253,40000,7.9,2023-06-14,No,41580,2023-12-11,6,2,Creditworthy,0.01,0.7,Family/Friends,2,59.7,5,No,N/A
LOAN_0000244,FARMER_00127,ENT_000253,20000,14.1,2023-03-01,No,21410,2023-08-28,6,4,Non-creditworthy,0.0,0.7,Cooperative,0,69.9,4,No,N/A
LOAN_0000245,FARMER_00128,ENT_000254,1615000,7.8,2023-10-11,No,1677985,2024-04-08,6,5,Creditworthy,0.43,0.63,Bank of Agriculture,3,21.8,6,No,N/A
LOAN_0000246,FARMER_00128,ENT_000254,400000,29.7,2024-07-22,No,80405,,12,9,Creditworthy,0.11,0.63,Bank of Agriculture,5,76.6,1,No,N/A
LOAN_0000247,FARMER_00128,ENT_000255,390000,26.8,2021-09-07,No,74211,2023-06-29,24,10,Non-creditworthy,0.53,0.65,Government Program,3,41.6,6,Yes,Low/Poor Yield
LOAN_0000248,FARMER_00129,ENT_000256,825000,10.3,2015-12-16,Yes,867488,2016-06-13,6,1,Non-creditworthy,0.39,0.41,Informal Lender,2,86.9,3,No,N/A
LOAN_0000249,FARMER_00130,ENT_000257,110000,29.2,2020-07-07,Yes,126060,2021-01-03,6,3,Non-creditworthy,0.02,0.72,Bank of Agriculture,2,86.4,0,No,N/A
LOAN_0000250,FARMER_00130,ENT_000257,75000,16.2,2018-06-18,No,99300,2020-06-07,24,9,Creditworthy,0.01,0.72,Cooperative,3,71.9,6,No,N/A
LOAN_0000251,FARMER_00130,ENT_000258,50000,21.6,2019-11-23,No,55400,2020-05-21,6,2,Non-creditworthy,0.01,0.42,Bank of Agriculture,0,91.1,3,No,N/A
LOAN_0000252,FARMER_00130,ENT_000258,140000,32.5,2019-02-27,Yes,208250,2020-08-20,18,6,Non-creditworthy,0.03,0.42,Family/Friends,2,88.1,6,No,N/A
LOAN_0000253,FARMER_00130,ENT_000259,210000,17.4,2020-12-14,Yes,246540,2021-12-09,12,9,Creditworthy,0.0,0.43,Cooperative,3,60.6,6,No,N/A
LOAN_0000254,FARMER_00131,ENT_000260,95000,10.2,2021-05-07,Yes,114380,2023-04-27,24,13,Non-creditworthy,0.14,0.53,Government Program,4,23.2,0,No,N/A
LOAN_0000255,FARMER_00131,ENT_000260,360000,24.4,2019-02-15,Yes,491760,2020-08-08,18,6,Creditworthy,0.52,0.53,Bank of Agriculture,4,43.5,2,No,N/A
LOAN_0000256,FARMER_00132,ENT_000261,290000,16.5,2021-04-20,Yes,361775,2022-10-12,18,7,Non-creditworthy,0.01,0.74,Microfinance Bank,3,79.5,0,No,N/A
LOAN_0000257,FARMER_00132,ENT_000262,185000,19.1,2020-12-13,Yes,255670,2022-12-03,24,24,Non-creditworthy,0.01,0.55,Commercial Bank,0,56.1,0,No,N/A
LOAN_0000258,FARMER_00132,ENT_000263,1565000,5.2,2023-10-13,No,165562,,24,18,Creditworthy,0.04,0.79,Informal Lender,1,26.8,4,No,N/A
LOAN_0000259,FARMER_00132,ENT_000263,1045000,15.2,2022-03-03,No,1521520,2025-02-15,36,17,Creditworthy,0.03,0.79,Cooperative,0,97.9,3,No,N/A
LOAN_0000260,FARMER_00133,ENT_000264,320000,26.2,2021-02-16,Yes,487680,2023-02-06,24,23,Non-creditworthy,0.01,0.42,Bank of Agriculture,3,12.1,5,No,N/A
LOAN_0000261,FARMER_00133,ENT_000265,80000,32.6,2018-08-22,Yes,40703,2018-12-20,18,13,Non-creditworthy,0.16,0.79,Cooperative,4,93.0,0,Yes,Diversion of Funds
LOAN_0000262,FARMER_00133,ENT_000265,70000,7.4,2022-08-21,No,18448,,36,3,Non-creditworthy,0.14,0.79,Cooperative,5,100.0,6,No,N/A
LOAN_0000263,FARMER_00133,ENT_000266,55000,33.6,2021-02-13,No,73480,2022-02-08,12,7,Creditworthy,0.0,0.51,Commercial Bank,1,17.1,6,No,N/A
LOAN_0000264,FARMER_00133,ENT_000266,145000,24.4,2023-03-04,No,215760,2025-02-21,24,24,Non-creditworthy,0.0,0.51,Family/Friends,4,14.0,5,No,N/A
LOAN_0000265,FARMER_00134,ENT_000267,185000,24.4,2023-03-16,Yes,252710,2024-09-06,18,3,Non-creditworthy,0.01,0.42,Cooperative,1,98.4,5,No,N/A
LOAN_0000266,FARMER_00134,ENT_000268,325000,17.7,2018-08-22,No,411288,2020-02-13,18,3,Creditworthy,0.0,0.62,Commercial Bank,5,66.5,1,No,N/A
LOAN_0000267,FARMER_00134,ENT_000268,1195000,30.3,2018-02-14,No,1738128,2019-08-08,18,15,Non-creditworthy,0.02,0.62,Informal Lender,2,34.8,6,No,N/A
LOAN_0000268,FARMER_00135,ENT_000269,310000,23.6,2024-06-23,No,56131,2025-01-19,18,4,Non-creditworthy,0.0,0.66,Government Program,0,69.9,1,Yes,Market Loss
LOAN_0000269,FARMER_00135,ENT_000269,175000,24.5,2018-07-27,Yes,196438,2019-01-23,6,4,Creditworthy,0.0,0.66,Microfinance Bank,3,42.8,0,No,N/A
LOAN_0000270,FARMER_00136,ENT_000270,455000,26.7,2022-04-23,Yes,202858,2022-09-20,36,18,Non-creditworthy,0.32,0.52,Family/Friends,3,89.0,0,Yes,Policy Change
LOAN_0000271,FARMER_00137,ENT_000272,880000,7.6,2022-03-06,Yes,946880,2023-03-01,12,2,Non-creditworthy,0.01,0.74,Bank of Agriculture,2,24.2,4,No,N/A
LOAN_0000272,FARMER_00137,ENT_000273,285000,28.5,2020-09-09,Yes,528675,2023-08-25,36,7,Creditworthy,0.56,0.45,Bank of Agriculture,3,96.3,6,No,N/A
LOAN_0000273,FARMER_00138,ENT_000274,320000,9.1,2020-08-14,Yes,349120,2021-08-09,12,8,Non-creditworthy,0.02,0.75,Cooperative,4,18.0,2,No,N/A
LOAN_0000274,FARMER_00140,ENT_000277,495000,32.3,2015-05-17,Yes,814770,2017-05-06,24,7,Non-creditworthy,0.01,0.68,Family/Friends,2,88.9,6,No,N/A
LOAN_0000275,FARMER_00140,ENT_000277,445000,28.3,2019-02-02,No,696870,2021-01-22,24,24,Creditworthy,0.0,0.68,Informal Lender,4,29.1,0,No,N/A
LOAN_0000276,FARMER_00140,ENT_000278,375000,12.2,2019-12-14,Yes,397875,2020-06-11,6,3,Non-creditworthy,0.01,0.65,Commercial Bank,0,75.9,0,No,N/A
LOAN_0000277,FARMER_00140,ENT_000278,300000,22.2,2015-08-11,Yes,499800,2018-07-26,36,35,Creditworthy,0.01,0.65,Cooperative,2,29.2,6,No,N/A
LOAN_0000278,FARMER_00140,ENT_000279,565000,10.8,2020-08-04,Yes,687040,2022-07-25,24,3,Creditworthy,0.01,0.61,Commercial Bank,3,89.0,3,No,N/A
LOAN_0000279,FARMER_00141,ENT_000281,105000,33.6,2024-02-04,No,43913,,36,8,Non-creditworthy,0.01,0.59,Cooperative,2,31.0,3,No,N/A
LOAN_0000280,FARMER_00141,ENT_000281,35000,9.3,2024-01-10,No,38255,2025-01-04,12,12,Non-creditworthy,0.0,0.59,Commercial Bank,0,55.2,0,No,N/A
LOAN_0000281,FARMER_00141,ENT_000282,230000,29.0,2024-07-13,Yes,8431,,24,22,Non-creditworthy,0.23,0.58,Family/Friends,2,64.9,6,No,N/A
LOAN_0000282,FARMER_00141,ENT_000282,150000,5.7,2022-09-21,Yes,100965,2025-08-06,36,4,Non-creditworthy,0.15,0.58,Informal Lender,4,19.8,3,Yes,Other
LOAN_0000283,FARMER_00142,ENT_000283,215000,25.4,2024-10-11,Yes,242305,2025-04-09,6,3,Creditworthy,0.54,0.5,Bank of Agriculture,0,32.7,3,No,N/A
LOAN_0000284,FARMER_00142,ENT_000284,360000,20.1,2024-05-02,No,18852,,24,1,Creditworthy,0.01,0.7,Bank of Agriculture,5,24.1,0,No,N/A
LOAN_0000285,FARMER_00142,ENT_000285,65000,24.1,2023-03-12,Yes,80665,2024-03-06,12,7,Creditworthy,0.01,0.45,Informal Lender,3,5.1,6,No,N/A
LOAN_0000286,FARMER_00143,ENT_000287,235000,24.1,2022-05-08,No,319952,2023-10-30,18,11,Creditworthy,0.01,0.6,Family/Friends,1,65.0,0,No,N/A
LOAN_0000287,FARMER_00143,ENT_000287,165000,5.1,2015-11-06,No,190245,2018-10-21,36,32,Non-creditworthy,0.01,0.6,Informal Lender,0,78.9,5,No,N/A
LOAN_0000288,FARMER_00144,ENT_000288,140000,6.1,2022-12-23,Yes,144270,2023-06-21,6,6,Non-creditworthy,0.54,0.69,Commercial Bank,2,57.3,3,No,N/A
LOAN_0000289,FARMER_00144,ENT_000289,795000,13.2,2015-12-22,No,1109820,2018-12-06,36,1,Non-creditworthy,0.4,0.77,Family/Friends,5,94.4,0,No,N/A
LOAN_0000290,FARMER_00144,ENT_000289,910000,14.7,2021-05-04,No,1177540,2023-04-24,24,2,Creditworthy,0.46,0.77,Commercial Bank,2,91.9,4,No,N/A
LOAN_0000291,FARMER_00144,ENT_000290,20000,33.7,2018-04-06,No,9504,2018-05-06,18,16,Non-creditworthy,0.02,0.76,Bank of Agriculture,0,59.7,5,Yes,Diversion of Funds
LOAN_0000292,FARMER_00144,ENT_000290,25000,12.4,2022-04-11,Yes,29650,2023-10-03,18,8,Non-creditworthy,0.02,0.76,Commercial Bank,4,62.3,6,No,N/A
LOAN_0000293,FARMER_00145,ENT_000291,60000,23.7,2024-07-15,No,16302,,36,2,Non-creditworthy,0.44,0.65,Informal Lender,2,59.2,0,No,N/A
LOAN_0000294,FARMER_00145,ENT_000291,20000,22.9,2024-10-26,Yes,8107,2026-09-16,36,27,Non-creditworthy,0.15,0.65,Bank of Agriculture,5,62.5,1,Yes,Pest Attack
LOAN_0000295,FARMER_00147,ENT_000294,30000,33.6,2020-12-13,Yes,50160,2022-12-03,24,1,Non-creditworthy,0.06,0.59,Cooperative,0,8.3,0,No,N/A
LOAN_0000296,FARMER_00149,ENT_000296,290000,6.4,2024-10-07,No,12356,,12,5,Creditworthy,0.19,0.53,Government Program,4,96.9,3,No,N/A
